Name,Gender,Course,Round,Hole,Par,Score,FIR,GIR,Approach.Dist,Putts,Exp_Putts,strokesgained,PuttLength
Player 8,Male,Longue Vue Club,Qualifying,Total,70,73,0,0,0,0,0,0,0
Player 15,Female,Indiana Country Club,Qualifying,Total,72,75,0,0,0,0,0,0,0
Player 17,Female,Avalon Lakes Golf Club,Qualifying,9,4,5,Missed,Hit,151-175 yards,3,0,-3,0
Player 19,Female,Indiana Country Club,Qualifying,4,4,5,Missed,Miss,126-150 yards,2,0,-2,0
Player 12,Male,San Destin Resort - Raven,Tournament,Total,71,75,0,0,0,0,0,0,0
Player 17,Female,Avalon Lakes Golf Club,Qualifying,15,4,4,Hit,Hit,101-125 yards,2,0,-2,0
Player 17,Female,Avalon Lakes Golf Club,Qualifying,6,5,5,Missed,Hit,101-125 yards,2,0,-2,0
Player 11,Male,Sedgefield Country Club - Dye Course,Tournament,10,5,4,Missed,Hit,Less than 50 yards,1,1.001,9.999999999998899e-4,1
Player 8,Male,Sedgefield Country Club - Dye Course,Tournament,5,4,4,Hit,Miss,151-175 yards,1,1.001,9.999999999998899e-4,1
Player 20,Female,Meadville Country Club,Tournament,15,4,5,Missed,Hit,76-100 yards,1,1.001,9.999999999998899e-4,1
Player 4,Male,Columbus Country Club,Tournament,10,5,5,Missed,Miss,76-100 yards,1,1.001,9.999999999998899e-4,1
Player 20,Female,Meadville Country Club,Tournament,17,3,4,Not Applicable (PAR 3),Miss,126-150 yards,1,1.001,9.999999999998899e-4,1
Player 11,Male,San Destin Resort - Raven,Tournament,7,5,5,Hit,Miss,126-150 yards,1,1.001,9.999999999998899e-4,1
Player 8,Male,Sedgefield Country Club - Dye Course,Tournament,14,4,4,Missed,Miss,126-150 yards,1,1.001,9.999999999998899e-4,1
Player 3,Male,Wigwam Gold Course,Tournament,12,4,4,Missed,Miss,101-125 yards,1,1.001,9.999999999998899e-4,1
Player 11,Male,Longue Vue Club,Qualifying,16,3,2,Not Applicable (PAR 3),Hit,126-150 yards,1,1.001,9.999999999998899e-4,1
Player 6,Male,San Destin Resort - Raven,Tournament,10,4,3,Hit,Hit,51-75 yards,1,1.001,9.999999999998899e-4,1
Player 12,Male,Indiana Country Club,Qualifying,12,4,5,Hit,Miss,126-150 yards,1,1.001,9.999999999998899e-4,1
Player 6,Male,Nemacolin Resort - Shepards Rock,Qualifying,6,4,3,Hit,Hit,101-125 yards,1,1.001,9.999999999998899e-4,1
Player 3,Male,Sedgefield Country Club - Dye Course,Tournament,9,4,3,Missed,Hit,126-150 yards,1,1.001,9.999999999998899e-4,1
Player 3,Male,Longue Vue Club,Qualifying,8,5,4,Missed,Hit,Less than 50 yards,1,1.001,9.999999999998899e-4,1
Player 3,Male,PGA National - Champions,Tournament,15,3,4,Not Applicable (PAR 3),Miss,126-150 yards,1,1.001,9.999999999998899e-4,1
Player 3,Male,Sedgefield Country Club - Dye Course,Tournament,15,5,5,Missed,Miss,151-175 yards,1,1.001,9.999999999998899e-4,1
Player 3,Male,San Destin Resort - Raven,Tournament,15,4,3,Missed,Hit,Less than 50 yards,1,1.001,9.999999999998899e-4,1
Player 11,Male,Columbus Country Club,Tournament,17,3,3,Not Applicable (PAR 3),Miss,225 + yards,1,1.001,9.999999999998899e-4,1
Player 6,Male,Columbus Country Club,Tournament,9,3,3,Not Applicable (PAR 3),Miss,176-200 yards,1,1.001,9.999999999998899e-4,1
Player 6,Male,Longue Vue Club,Qualifying,2,4,4,Missed,Miss,51-75 yards,2,1.001,-0.9990000000000001,1
Player 8,Male,Longue Vue Club,Qualifying,9,4,4,Missed,Miss,126-150 yards,1,1.001,9.999999999998899e-4,1
Player 11,Male,San Destin Resort - Raven,Tournament,4,3,3,Not Applicable (PAR 3),Miss,126-150 yards,1,1.001,9.999999999998899e-4,1
Player 4,Male,Indiana Country Club,Qualifying,17,3,3,Not Applicable (PAR 3),Miss,151-175 yards,1,1.009,0.008999999999999897,2
Player 11,Male,San Destin Resort - Raven,Tournament,7,5,5,Hit,Miss,126-150 yards,1,1.009,0.008999999999999897,2
Player 4,Male,PGA National - Champions,Tournament,2,4,4,Hit,Miss,126-150 yards,1,1.009,0.008999999999999897,2
Player 8,Male,PGA National - Champions,Tournament,15,3,3,Not Applicable (PAR 3),Miss,126-150 yards,1,1.009,0.008999999999999897,2
Player 11,Male,Sedgefield Country Club - Dye Course,Tournament,5,4,4,Hit,Miss,151-175 yards,1,1.009,0.008999999999999897,2
Player 6,Male,San Destin Resort - Raven,Tournament,13,4,6,Missed,Miss,151-175 yards,1,1.009,0.008999999999999897,2
Player 10,Male,Indiana Country Club,Qualifying,17,3,3,Not Applicable (PAR 3),Miss,151-175 yards,1,1.009,0.008999999999999897,2
Player 4,Male,San Destin Resort - Raven,Tournament,8,3,2,Not Applicable (PAR 3),Hit,151-175 yards,1,1.009,0.008999999999999897,2
Player 4,Male,Nemacolin Resort - Shepards Rock,Qualifying,13,5,5,Missed,Miss,201-225 yards,1,1.009,0.008999999999999897,2
Player 6,Male,Pittsburgh Field Club,Qualifying,16,3,3,Not Applicable (PAR 3),Miss,176-200 yards,1,1.009,0.008999999999999897,2
Player 8,Male,Pittsburgh Field Club,Qualifying,7,4,5,Missed,Miss,151-175 yards,2,1.009,-0.9910000000000001,2
Player 3,Male,Pinnacle Golf Club,Qualifying,17,4,4,Missed,Miss,76-100 yards,1,1.009,0.008999999999999897,2
Player 14,Male,PGA National - Champions,Tournament,15,3,2,Not Applicable (PAR 3),Hit,151-175 yards,1,1.009,0.008999999999999897,2
Player 4,Male,Sedgefield Country Club - Dye Course,Tournament,15,5,6,Missed,Miss,176-200 yards,1,1.009,0.008999999999999897,2
Player 3,Male,San Destin Resort - Raven,Tournament,6,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.009,-0.9910000000000001,2
Player 4,Male,Avalon Lakes Golf Club,Qualifying,18,4,4,Hit,Miss,176-200 yards,1,1.009,0.008999999999999897,2
Player 1,Male,Nemacolin Resort - Shepards Rock,Qualifying,11,4,3,Hit,Hit,101-125 yards,1,1.009,0.008999999999999897,2
Player 6,Male,Columbus Country Club,Tournament,16,4,3,Hit,Hit,151-175 yards,1,1.009,0.008999999999999897,2
Player 3,Male,Wigwam Gold Course,Tournament,11,3,4,Not Applicable (PAR 3),Miss,151-175 yards,1,1.009,0.008999999999999897,2
Player 9,Male,Meadville Country Club,Tournament,12,5,3,Missed,Hit,201-225 yards,1,1.009,0.008999999999999897,2
Player 2,Male,Longue Vue Club,Qualifying,11,4,5,Missed,Miss,76-100 yards,2,1.053,-0.9470000000000001,3
Player 4,Male,Columbus Country Club,Tournament,15,5,5,Hit,Miss,Less than 50 yards,1,1.053,0.052999999999999936,3
Player 5,Male,Longue Vue Club,Qualifying,5,3,4,Not Applicable (PAR 3),Hit,201-225 yards,3,1.053,-1.947,3
Player 6,Male,San Destin Resort - Raven,Tournament,4,3,3,Not Applicable (PAR 3),Miss,126-150 yards,1,1.053,0.052999999999999936,3
Player 4,Male,Columbus Country Club,Tournament,18,5,5,Hit,Hit,Less than 50 yards,2,1.053,-0.9470000000000001,3
Player 11,Male,Meadville Country Club,Tournament,6,3,3,Not Applicable (PAR 3),Miss,151-175 yards,1,1.053,0.052999999999999936,3
Player 8,Male,Longue Vue Club,Qualifying,17,4,4,Missed,Miss,176-200 yards,1,1.053,0.052999999999999936,3
Player 4,Male,Sedgefield Country Club - Dye Course,Tournament,5,4,4,Hit,Miss,126-150 yards,1,1.053,0.052999999999999936,3
Player 3,Male,Columbus Country Club,Tournament,9,3,3,Not Applicable (PAR 3),Miss,176-200 yards,1,1.053,0.052999999999999936,3
Player 9,Male,Longue Vue Club,Qualifying,9,4,4,Missed,Miss,101-125 yards,1,1.053,0.052999999999999936,3
Player 4,Male,Columbus Country Club,Tournament,15,5,6,Hit,Miss,51-75 yards,1,1.053,0.052999999999999936,3
Player 2,Male,Longue Vue Club,Qualifying,6,4,4,Missed,Miss,151-175 yards,1,1.053,0.052999999999999936,3
Player 11,Male,Nemacolin Resort - Shepards Rock,Qualifying,13,5,4,Missed,Hit,Less than 50 yards,1,1.053,0.052999999999999936,3
Player 11,Male,Longue Vue Club,Qualifying,7,4,3,Hit,Hit,51-75 yards,1,1.053,0.052999999999999936,3
Player 4,Male,San Destin Resort - Raven,Tournament,2,4,4,Hit,Miss,126-150 yards,1,1.053,0.052999999999999936,3
Player 6,Male,Columbus Country Club,Tournament,11,4,5,Hit,Miss,126-150 yards,2,1.053,-0.9470000000000001,3
Player 15,Female,Indiana Country Club,Qualifying,12,5,4,Hit,Hit,Less than 50 yards,1,1.053,0.052999999999999936,3
Player 11,Male,Columbus Country Club,Tournament,10,5,5,Hit,Hit,Less than 50 yards,2,1.053,-0.9470000000000001,3
Player 4,Male,PGA National - Champions,Tournament,14,4,3,Missed,Hit,126-150 yards,1,1.053,0.052999999999999936,3
Player 3,Male,San Destin Resort - Raven,Tournament,9,4,5,Missed,Miss,201-225 yards,1,1.053,0.052999999999999936,3
Player 3,Male,Sedgefield Country Club - Dye Course,Tournament,9,4,4,Hit,Miss,101-125 yards,1,1.053,0.052999999999999936,3
Player 8,Male,Longue Vue Club,Qualifying,16,3,4,Not Applicable (PAR 3),Miss,176-200 yards,1,1.053,0.052999999999999936,3
Player 3,Male,San Destin Resort - Raven,Tournament,15,4,3,Hit,Hit,Less than 50 yards,1,1.053,0.052999999999999936,3
Player 4,Male,PGA National - Champions,Tournament,14,4,4,Hit,Miss,126-150 yards,1,1.053,0.052999999999999936,3
Player 8,Male,Longue Vue Club,Competitive,1,4,4,Missed,Miss,151-175 yards,1,1.053,0.052999999999999936,3
Player 12,Male,San Destin Resort - Raven,Tournament,11,5,4,Hit,Hit,Less than 50 yards,1,1.053,0.052999999999999936,3
Player 12,Male,Longue Vue Club,Qualifying,1,4,4,Hit,Hit,76-100 yards,2,1.053,-0.9470000000000001,3
Player 6,Male,Longue Vue Club,Qualifying,4,5,4,Missed,Hit,Less than 50 yards,1,1.053,0.052999999999999936,3
Player 3,Male,Pittsburgh Field Club,Qualifying,8,4,5,Missed,Miss,176-200 yards,1,1.053,0.052999999999999936,3
Player 4,Male,Avalon Lakes Golf Club,Qualifying,12,3,2,Not Applicable (PAR 3),Hit,201-225 yards,1,1.053,0.052999999999999936,3
Player 4,Male,Longue Vue Club,Qualifying,15,5,5,Missed,Miss,101-125 yards,1,1.053,0.052999999999999936,3
Player 11,Male,Longue Vue Club,Qualifying,6,4,4,Hit,Miss,101-125 yards,1,1.053,0.052999999999999936,3
Player 3,Male,PGA National - Champions,Tournament,12,4,4,Hit,Miss,101-125 yards,1,1.053,0.052999999999999936,3
Player 8,Male,Longue Vue Club,Competitive,10,3,3,Not Applicable (PAR 3),Miss,126-150 yards,1,1.053,0.052999999999999936,3
Player 2,Male,Longue Vue Club,Qualifying,15,5,5,Missed,Miss,Less than 50 yards,1,1.053,0.052999999999999936,3
Player 4,Male,Indiana Country Club,Qualifying,5,5,5,Hit,Hit,Less than 50 yards,2,1.053,-0.9470000000000001,3
Player 3,Male,Sedgefield Country Club - Dye Course,Tournament,3,4,3,Hit,Hit,101-125 yards,1,1.053,0.052999999999999936,3
Player 3,Male,Wigwam Gold Course,Tournament,1,4,4,Missed,Miss,201-225 yards,1,1.053,0.052999999999999936,3
Player 1,Male,Longue Vue Club,Qualifying,11,4,4,Missed,Miss,151-175 yards,1,1.053,0.052999999999999936,3
Player 11,Male,Longue Vue Club,Qualifying,4,5,5,Missed,Miss,76-100 yards,1,1.053,0.052999999999999936,3
Player 4,Male,Sedgefield Country Club - Dye Course,Tournament,9,4,4,Missed,Miss,126-150 yards,1,1.147,0.14700000000000002,4
Player 3,Male,PGA National - Champions,Tournament,3,5,5,Hit,Hit,Less than 50 yards,2,1.147,-0.853,4
Player 8,Male,Longue Vue Club,Qualifying,10,3,3,Not Applicable (PAR 3),Miss,126-150 yards,1,1.147,0.14700000000000002,4
Player 15,Female,Indiana Country Club,Qualifying,9,4,3,Missed,Hit,51-75 yards,1,1.147,0.14700000000000002,4
Player 10,Male,PGA National - Champions,Tournament,10,5,4,Hit,Hit,Less than 50 yards,1,1.147,0.14700000000000002,4
Player 10,Male,Nemacolin Resort - Shepards Rock,Qualifying,16,4,4,Missed,Hit,Less than 50 yards,1,1.147,0.14700000000000002,4
Player 3,Male,Columbus Country Club,Tournament,14,4,5,Missed,Miss,76-100 yards,2,1.147,-0.853,4
Player 10,Male,PGA National - Champions,Tournament,4,4,4,Missed,Hit,Less than 50 yards,2,1.147,-0.853,4
Player 12,Male,Longue Vue Club,Qualifying,12,3,3,Not Applicable (PAR 3),Miss,176-200 yards,1,1.147,0.14700000000000002,4
Player 4,Male,Columbus Country Club,Tournament,1,4,5,Hit,Miss,101-125 yards,2,1.147,-0.853,4
Player 11,Male,Longue Vue Club,Qualifying,16,3,3,Not Applicable (PAR 3),Hit,176-200 yards,1,1.147,0.14700000000000002,4
Player 5,Male,Longue Vue Club,Qualifying,5,3,4,Not Applicable (PAR 3),Miss,176-200 yards,2,1.147,-0.853,4
Player 10,Male,Longue Vue Club,Qualifying,16,3,4,Not Applicable (PAR 3),Miss,201-225 yards,2,1.147,-0.853,4
